locus_tag	Control1	Control2	Control3	Treatment1	Treatment2	Treatment3
gene3269	3	5	2	6	4	7
gene3270	7	13	12	18	25	21
gene3271	8	6	6	11	18	22
gene3272	1	4	11	7	10	15
gene3273	1	1	0	0	0	0
gene3274	0	0	0	0	1	3
gene3275	0	0	0	3	1	1
gene3276	2	2	0	3	12	12
gene3277	1	1	3	0	1	2
gene3278	1	1	0	1	0	1
gene3279	3	5	7	2	2	2
gene3280	15	45	38	27	16	35
gene3281	2	5	2	1	3	3
gene3282	2	3	5	1	1	1
gene3283	6	12	15	6	5	12
gene3284	3	8	14	12	5	13
gene3285	3	4	4	11	16	16
gene3286	13	24	20	23	26	42
gene3287	7	8	8	0	1	2
gene3288	3	8	8	5	8	13
gene3289	4	5	2	6	2	3
gene3290	6	7	10	11	13	12
gene3291	0	1	0	3	2	0
gene3292	0	0	0	0	1	1
gene3293	0	1	3	0	0	1
gene3294	3	2	2	1	0	0
gene3295	4	8	6	6	11	21
gene3296	1	13	6	3	1	10
gene3297	9	22	21	17	26	39
gene3298	0	0	0	0	0	1
gene3299	15	32	40	43	50	75
gene3300	3	12	11	9	8	22
gene3301	3	10	4	7	10	9
gene3302	4	4	8	8	1	10
gene3303	2	3	1	3	8	3
gene3304	1	5	2	3	3	6
gene3305	1	7	4	6	13	13
gene3306	8	24	9	25	5	49
gene3307	16	23	7	21	12	56
gene3308	15	22	10	31	55	58
gene3309	2	20	7	3	6	8
gene3310	8	11	6	11	22	20
gene3311	1	4	5	1	5	5
gene3312	0	3	2	3	2	2
gene3313	5	16	11	13	8	16
gene3314	2	0	1	3	2	3
gene3315	0	3	0	1	1	2
gene3316	0	0	0	0	1	3
gene3317	3	0	0	1	3	6
gene3318	0	0	1	5	0	1
gene3319	4	5	4	6	3	9
gene3320	0	0	1	0	1	1
gene3321	0	2	3	2	3	12
gene3322	2	3	1	1	10	16
gene3323	1	1	0	0	1	2
gene3324	0	4	2	2	5	6
gene3325	1	0	1	0	2	2
gene3326	4	6	8	5	3	16
gene3327	8	14	11	18	3	20
gene3328	4	4	2	2	1	6
gene3329	3	3	2	2	1	4
gene3330	0	7	1	1	0	3
gene3331	4	3	2	5	1	10
gene3332	0	4	2	1	0	0
gene3333	0	6	2	0	1	3
gene3334	0	5	2	0	1	3
gene3335	0	3	3	1	1	5
gene3336	2	2	2	1	2	2
gene3337	2	3	4	1	3	1
gene3338	0	0	1	3	4	6
gene3339	5	2	7	8	7	20
gene3340	8	14	11	21	21	40
gene3341	10	3	11	10	11	9
gene3342	2	2	1	5	4	5
gene3343	5	9	5	9	6	9
gene3344	14	32	21	29	42	80
gene3345	0	1	14	19	21	16
gene3346	7	15	12	16	8	23
gene3347	4	10	4	7	3	8
gene3348	42	73	55	49	39	97
gene3349	89	182	169	169	76	356
gene3350	9	15	19	16	17	18
gene3351	84	152	116	143	71	364
gene3352	21	48	44	54	18	117
gene3353	15	19	18	16	13	33
gene3354	6	19	9	15	7	27
gene3355	4	11	11	15	9	33
gene3356	10	24	14	41	25	47
gene3357	4	9	3	8	8	7
gene3358	1	1	2	1	2	6
gene3359	5	5	3	5	3	5
gene3360	2	4	4	3	0	1
gene3361	0	4	3	7	1	8
gene3362	0	0	2	3	1	2
gene3363	0	2	3	0	3	3
gene3364	0	4	2	3	1	5
gene3365	1	2	1	2	0	3
gene3366	5	7	9	10	10	13
gene3367	1	2	5	5	2	6
gene3368	0	2	1	5	5	3
gene3369	0	0	3	3	0	8
gene3370	1	1	0	0	1	2
gene3371	1	1	0	1	0	1
gene3372	0	6	2	1	3	6
gene3373	1	1	2	2	3	2
gene3374	5	1	4	1	0	5
gene3375	0	0	0	0	1	1
gene3376	0	3	0	3	0	2
gene3377	0	1	2	2	0	5
gene3378	0	8	1	3	4	5
gene3379	0	5	0	1	0	1
gene3380	0	0	1	0	0	2
gene3381	0	0	1	2	0	1
gene3382	4	4	4	4	0	5
gene3383	7	18	12	7	0	19
gene3384	5	11	8	4	3	18
gene3385	41	74	54	60	49	110
gene3386	2	2	2	0	1	6
gene3387	2	1	1	3	0	2
gene3388	0	1	1	3	1	7
gene3390	1	1	0	4	0	1
gene3389	2	1	0	0	1	5
gene3391	6	5	1	5	2	13
gene3392	4	3	2	3	2	8
gene3393	1	1	0	0	1	2
gene3394	0	0	0	2	0	1
gene3395	0	0	0	0	0	0
gene3396	0	1	1	1	0	0
gene3397	11	17	18	35	30	41
gene3398	1	1	5	5	10	13
gene3399	3	3	7	1	3	4
gene3400	2	1	4	2	2	4
gene3401	1	1	0	3	1	9
gene3402	0	1	3	3	9	2
gene3403	0	2	1	2	10	11
gene3404	3	11	3	11	3	10
gene3405	2	5	1	1	0	10
gene3406	0	0	1	1	0	1
gene3407	4	4	1	5	3	11
gene3408	4	6	5	7	4	14
gene3409	1	2	8	1	0	5
gene3410	2	6	3	6	2	7
gene3411	1	0	0	1	0	2
gene3412	0	0	0	0	0	0
gene3413	7	6	9	11	17	16
gene3414	2	4	2	7	2	5
gene3415	3	9	5	4	3	5
gene3416	3	13	5	4	3	8
gene3417	3	4	3	2	2	1
gene3418	8	15	16	9	8	5
gene3419	2	2	3	3	4	6
gene3420	0	2	1	1	2	1
gene3421	0	1	0	3	2	1
gene3422	3	1	1	3	1	4
gene3423	0	0	2	4	4	6
gene3424	1	2	4	3	1	5
gene3425	0	0	2	1	1	2
gene3426	1	2	1	2	1	2
gene3427	1	2	3	4	3	8
gene3428	0	1	0	0	0	0
gene3429	0	1	1	1	2	3
gene3430	2	4	2	3	4	0
gene3431	0	0	1	1	1	4
gene3432	0	0	0	0	1	1
gene3433	1	2	0	4	2	5
gene3434	0	0	1	0	2	1
gene3435	5	2	6	9	14	15
gene3436	0	0	1	1	1	3
gene3437	2	2	3	7	3	4
gene3438	2	4	3	2	3	8
gene3439	3	7	7	8	4	6
gene3440	3	12	3	5	9	23
gene3441	3	4	5	9	5	16
gene3442	1	4	1	1	3	3
gene3443	1	0	3	1	1	3
gene3444	0	3	0	2	2	7
gene3445	0	3	1	1	4	8
gene3446	3	2	2	11	9	7
gene3447	0	0	0	1	0	1
gene3448	1	1	0	1	0	1
gene3449	0	0	0	3	0	0
gene3450	7	18	13	21	7	28
gene3451	4	1	3	1	2	4
gene3452	7	18	11	25	59	72
gene3453	1	2	0	5	10	7
gene3454	2	1	1	3	1	4
gene3455	5	7	4	8	2	13
gene3456	1	3	2	0	2	8
gene3457	1	2	0	2	4	2
gene3458	0	6	1	1	0	5
gene3459	1	6	8	10	7	7
gene3460	4	6	5	7	2	11
gene3461	1	1	3	2	2	10
gene3462	6	5	4	2	4	6
gene3463	1	5	0	1	1	6
gene3464	0	2	1	3	2	5
gene3465	2	5	5	8	3	6
gene3466	3	3	5	7	12	14
gene3467	0	1	3	2	1	3
gene3468	2	6	2	8	4	13
gene3469	3	3	1	5	3	7
gene3470	0	1	0	2	3	5
gene3471	13	27	13	22	20	31
gene3472	12	26	22	17	22	34
gene3473	1	2	2	8	5	4
gene3474	3	1	3	2	3	4
gene3475	1	2	1	4	4	13
gene3476	10	28	24	27	14	34
gene3477	11	27	30	30	16	38
gene3478	3	12	8	22	4	11
gene3479	4	21	8	19	6	15
gene3480	6	15	8	21	30	30
gene3481	2	11	5	11	8	23
gene3482	20	21	32	41	45	60
gene3483	1	5	2	6	3	7
gene3484	1	5	3	3	2	4
gene3485	0	0	0	2	1	0
gene3486	1	3	2	4	2	2
gene3487	2	3	3	3	2	8
gene3488	0	3	2	3	1	1
gene3489	2	4	1	1	9	8
gene3490	0	1	1	2	5	4
gene3491	1	2	2	7	4	9
gene3492	2	4	4	2	3	4
gene3493	0	2	1	3	1	2
gene3494	0	2	0	3	1	0
gene3495	2	4	2	2	4	5
gene3496	8	11	13	12	19	30
gene3497	1	2	5	2	6	2
gene3498	2	2	1	3	3	5
gene3499	0	1	1	0	0	1
gene3500	3	1	3	3	1	3
gene3501	0	0	0	1	0	1
gene3502	0	0	0	1	0	0
gene3503	0	2	0	0	2	0
gene3504	3	2	4	1	1	5
gene3505	1	0	2	2	1	0
gene3506	2	1	1	0	3	2
gene3507	2	1	1	0	0	2
gene3508	0	3	0	3	0	1
gene3509	0	1	0	2	1	2
gene3510	1	1	0	1	2	0
gene3511	0	1	1	0	1	2
gene3512	2	1	2	3	1	0
gene3513	2	4	1	1	3	5
gene3514	1	0	0	1	1	1
gene3515	3	5	6	5	6	18
gene3516	2	2	2	4	2	3
gene3517	1	0	6	2	3	1
gene3518	1	0	2	1	1	4
gene3519	2	2	2	1	1	1
gene3520	0	0	1	0	0	2
gene3521	3	2	4	8	3	26
gene3522	1	8	0	5	3	5
gene3523	1	2	1	3	2	9
gene3524	4	15	8	13	28	42
gene3525	24	31	41	52	62	107
gene3526	44	68	40	63	28	142
gene3527	3	7	5	12	7	13
gene3528	3	5	3	9	10	8
gene3529	29	81	57	62	77	141
gene3530	35	17	39	24	62	45
gene3531	33	87	44	40	60	110
gene3532	1	6	5	6	7	9
gene3533	17	27	30	59	95	147
gene3534	2	6	2	4	4	5
gene3535	7	9	3	6	4	13
gene3536	3	1	4	6	3	7
gene3537	1	6	4	10	15	23
gene3538	9	12	3	13	4	15
gene3539	8	6	0	8	4	7
gene3540	4	7	3	5	5	11
gene3541	4	3	5	2	6	11
gene3542	2	2	3	4	0	1
gene3543	0	1	2	1	2	2
gene3544	2	4	3	5	0	7
gene3545	7	7	11	15	2	19
gene3546	0	0	1	2	0	2
gene3547	0	1	0	2	3	0
gene3548	2	2	1	6	1	6
gene3549	1	0	2	0	1	3
gene3550	0	0	2	1	1	3
gene3551	4	1	6	7	4	10
gene3552	66	123	103	110	101	229
gene3553	24	29	32	36	33	87
gene3554	60	108	118	137	129	218
gene3555	10	19	21	23	34	60
gene3556	15	18	34	62	71	100
gene3557	2	3	8	10	15	18
gene3558	2	5	8	14	8	14
gene3559	25	68	47	88	96	133
gene3560	2	5	3	13	16	20
gene3561	4	1	2	2	2	2
gene3562	3	8	5	4	3	7
gene3563	0	1	4	6	2	10
gene3564	0	0	0	2	3	5
gene3565	4	1	1	0	2	5
gene3566	0	0	0	0	0	2
gene3567	1	7	2	2	1	2
gene3568	3	6	6	7	2	8
gene3569	4	2	8	3	2	8
gene3570	12	22	20	17	7	20
gene3571	0	4	2	3	3	3
gene3572	0	1	2	1	2	1
gene3573	4	4	2	9	8	14
gene3574	3	9	12	13	17	19
gene3575	2	5	7	2	1	8
gene3576	3	1	8	4	5	5
gene3577	1	2	0	3	3	4
gene3578	7	15	4	17	6	19
gene3579	4	4	2	4	7	10
gene3580	3	4	3	7	6	6
gene3581	3	2	2	4	3	5
gene3582	3	6	4	4	2	6
gene3583	2	4	5	7	6	8
gene3584	5	10	8	10	1	10
gene3585	2	5	0	3	2	9
gene3586	2	19	7	4	5	12
gene3587	0	2	1	9	2	3
gene3588	4	1	1	1	2	5
gene3589	0	0	0	0	0	3
gene3590	1	0	2	2	3	4
gene3591	0	0	0	0	1	0
gene3592	0	0	0	2	1	2
gene3593	0	3	0	1	0	1
gene3594	0	4	1	2	6	6
gene3595	0	4	0	3	5	5
gene3596	1	0	3	0	1	4
gene3597	2	6	1	4	1	4
gene3598	1	8	1	3	2	7
gene3599	3	6	2	6	8	16
gene3600	1	0	2	0	0	3
gene3601	2	0	1	1	1	5
gene3602	4	15	16	7	10	33
gene3603	2	3	2	4	7	8
gene3604	4	13	11	12	12	17
gene3605	6	6	7	6	10	15
gene3606	3	5	5	6	6	10
gene3607	2	9	6	5	6	11
gene3608	3	1	6	2	7	4
gene3609	1	1	0	2	2	2
gene3610	0	2	4	3	6	7
gene3611	5	4	6	6	6	9
gene3612	1	3	2	1	2	2
gene3613	6	10	5	6	4	11
gene3614	8	11	8	8	3	12
gene3615	6	16	14	18	13	26
gene3616	4	4	3	14	12	16
gene3617	101	162	177	162	162	244
gene3618	0	4	2	1	6	9
gene3619	1	4	4	2	4	5
gene3620	10	15	14	20	28	35
gene3621	4	6	18	15	42	56
gene3622	61	127	129	80	68	174
gene3623	31	51	57	52	47	68
gene3624	5	11	16	15	27	37
gene3625	9	8	8	11	16	17
gene3626	2	7	11	13	19	22
gene3627	1	2	13	17	20	35
gene3628	3	6	5	28	68	76
gene3629	13	22	22	92	181	205
gene3630	2	3	2	3	2	2
gene3631	5	1	0	8	7	18
gene3632	0	0	1	2	2	7
gene3633	2	0	3	5	8	7
gene3634	1	1	3	3	11	12
gene3635	24	47	63	96	131	191
gene3636	11	22	25	34	47	63
gene3637	26	75	85	84	141	199
gene3638	1	4	2	9	9	21
gene3639	15	30	33	62	84	102
gene3640	25	41	47	67	78	112
gene3641	10	30	23	62	95	122
gene3642	3	3	0	7	8	21
gene3643	2	4	4	24	33	21
gene3644	9	16	18	59	67	97
gene3645	5	9	18	40	52	58
gene3646	10	15	27	55	66	69
gene3647	7	26	24	23	36	73
gene3648	23	50	49	91	149	191
gene3649	15	34	40	83	113	169
gene3650	8	9	10	31	44	55
gene3651	5	8	10	30	25	28
gene3652	10	17	31	38	38	55
gene3653	18	39	36	39	57	73
gene3654	12	13	22	30	39	38
gene3655	47	89	90	152	231	296
gene3656	98	238	195	410	678	760
gene3657	11	18	25	32	38	49
gene3658	8	11	15	13	26	27
gene3659	2	4	1	3	10	8
gene3660	0	1	6	2	6	5
gene3661	0	0	0	3	0	0
gene3662	8	13	15	13	18	22
gene3663	6	6	15	6	12	22
gene3664	2	5	6	12	19	26
gene3665	1	2	2	8	8	4
gene3666	4	10	12	18	19	28
gene3667	4	2	7	3	6	11
gene3668	1	1	1	0	3	4
gene3669	7	2	2	4	5	11
gene3670	5	4	8	5	4	7
gene3671	3	6	3	5	4	5
gene3672	3	12	20	9	11	18
gene3673	6	13	12	19	19	43
gene3674	6	17	7	10	10	22
gene3675	7	5	6	9	6	14
gene3676	5	13	17	11	13	29
gene3677	2	1	5	4	3	13
gene3678	3	8	3	1	2	9
gene3679	2	2	4	4	2	10
gene3680	1	4	3	3	2	1
gene3681	5	1	4	4	3	5
gene3682	3	3	1	1	1	5
gene3683	1	1	2	5	11	16
gene3684	1	6	4	4	5	12
gene3685	2	4	6	16	14	25
gene3686	9	22	23	43	73	61
gene3687	7	13	17	15	11	19
gene3688	4	2	5	3	2	2
gene3689	1	5	6	5	9	10
gene3690	45	101	81	62	33	112
gene3691	14	37	30	19	9	42
gene3692	16	40	33	15	11	27
gene3693	2	0	3	1	4	3
gene3694	0	0	3	4	1	5
gene3695	1	4	2	5	8	11
gene3696	1	4	3	5	7	4
gene3697	5	7	7	4	6	8
gene3698	6	4	4	3	5	10
gene3699	7	7	5	5	11	8
gene3700	8	18	22	35	44	63
gene3701	11	33	29	53	59	91
gene3702	4	7	4	11	8	15
gene3703	1	4	6	5	7	13
gene3704	0	5	7	5	5	16
gene3705	1	1	3	3	6	6
gene3706	4	5	7	3	3	6
gene3707	0	0	3	1	2	5
gene3708	8	9	9	14	19	29
gene3709	3	3	4	2	2	7
gene3710	3	3	2	5	2	7
gene3711	4	11	13	12	2	4
gene3712	8	12	7	14	3	23
gene3713	0	9	5	3	8	6
gene3714	0	2	0	2	1	1
gene3715	0	5	5	5	2	6
gene3716	19	32	20	29	39	34
gene3717	0	2	2	3	5	4
gene3718	3	3	1	3	5	6
gene3719	1	2	1	1	0	2
gene3720	0	3	3	1	5	9
gene3721	3	8	10	13	7	13
gene3722	7	9	16	15	10	24
gene3723	6	9	12	7	4	12
gene3724	1	15	10	21	6	15
gene3725	4	5	9	12	13	18
gene3726	4	1	2	5	5	9
gene3727	1	0	2	3	1	1
gene3728	4	14	13	22	19	31
gene3729	3	27	20	19	14	31
gene3730	1	1	0	4	4	9
gene3731	2	12	13	10	13	16
gene3732	6	9	3	14	9	14
gene3733	2	8	6	14	11	25
gene3734	3	4	1	1	3	4
gene3735	6	10	15	12	22	31
gene3736	8	13	7	22	39	35
gene3737	12	21	16	28	32	49
gene3738	3	3	5	3	8	7
gene3739	4	7	11	9	3	12
gene3740	5	4	6	8	2	11
gene3741	3	2	7	5	8	7
gene3742	26	57	61	120	140	184
gene3743	76	149	163	256	294	388
gene3744	90	151	168	283	329	415
gene3745	58	66	74	181	239	236
gene3746	16	34	36	50	63	106
gene3747	4	5	4	9	12	11
gene3748	0	2	2	9	3	8
gene3749	0	4	1	5	2	7
gene3750	0	0	1	0	3	4
gene3751	5	6	7	3	14	16
gene3752	0	3	1	1	1	0
gene3753	3	0	5	4	5	13
gene3754	9	8	5	8	9	16
gene3755	2	1	2	1	6	2
gene3756	11	16	14	12	16	23
gene3757	1	2	0	0	0	5
gene3758	1	2	1	2	1	4
gene3759	2	2	2	3	0	2
gene3760	6	3	5	1	1	2
gene3761	2	7	3	9	2	13
gene3762	1	9	5	4	7	12
gene3763	27	37	57	67	74	132
gene3764	8	9	4	11	16	26
gene3765	1	0	0	3	2	5
gene3766	5	5	4	9	13	16
gene3767	2	3	5	5	8	5
gene3768	9	17	9	15	18	34
gene3769	9	30	33	45	60	68
gene3770	33	49	49	67	68	107
gene3771	1	2	1	2	1	3
gene3772	0	1	0	0	0	0
gene3773	0	0	0	0	0	0
gene3774	0	1	0	0	0	2
gene3775	0	0	1	0	1	1
gene3776	0	0	0	0	0	2
gene3777	4	7	4	8	9	13
gene3778	0	2	1	6	3	2
gene3779	5	8	2	1	7	11
gene3780	0	0	0	0	1	2
gene3781	1	2	1	4	1	9
gene3782	2	10	10	4	3	14
gene3783	0	4	0	0	4	1
gene3784	2	1	0	1	1	4
gene3785	0	2	1	2	0	2
gene3786	1	2	2	3	6	7
gene3787	1	4	4	4	4	5
gene3788	0	5	2	0	2	3
gene3789	2	0	0	5	4	2
gene3790	2	4	7	2	5	16
gene3791	0	2	3	7	8	8
gene3792	11	12	11	19	19	36
gene3793	2	4	5	5	13	6
gene3794	2	7	4	8	7	8
gene3795	16	21	19	25	16	39
gene3796	9	17	6	13	8	26
gene3797	3	5	7	10	8	19
gene3798	4	7	10	12	8	16
gene3799	9	12	14	57	46	47
gene3800	14	23	32	44	60	71
gene3801	14	20	13	21	46	43
gene3802	7	15	13	16	33	58
gene3803	7	25	19	38	32	49
gene3804	6	4	8	13	17	32
gene3805	6	19	17	25	31	55
gene3806	30	52	44	100	123	135
gene3807	45	53	83	153	167	254
gene3808	6	10	12	37	28	40
gene3809	4	15	7	29	32	34
gene3810	21	31	31	74	85	93
gene3811	8	22	26	28	36	48
gene3812	10	17	13	30	24	34
gene3813	9	21	25	28	27	44
gene3814	53	55	67	65	77	125
gene3815	33	39	44	82	75	107
gene3816	7	14	15	33	36	42
gene3817	3	18	11	19	31	38
gene3818	14	25	36	60	47	85
gene3819	75	168	141	167	97	310
gene3820	14	15	21	52	83	87
gene3821	10	17	35	77	108	133
gene3822	5	21	10	60	63	79
gene3823	9	12	8	22	40	51
gene3824	8	9	6	17	10	19
gene3825	1	9	11	16	14	25
gene3826	0	1	2	7	9	13
gene3827	6	14	8	29	37	46
gene3828	12	24	18	51	45	56
gene3829	0	3	1	4	1	2
gene3830	2	1	4	3	2	10
gene3831	15	31	30	22	20	60
gene3832	2	1	6	3	2	8
gene3833	2	2	0	4	0	4
gene3834	25	29	41	52	62	78
gene3835	1	2	0	2	0	6
gene3836	11	11	13	12	13	24
gene3837	5	9	5	6	5	4
gene3838	2	5	4	2	5	7
gene3839	1	3	0	7	2	7
gene3840	3	3	2	1	10	7
gene3841	4	12	4	12	15	20
gene3842	0	1	3	3	2	4
gene3843	0	2	1	2	3	2
gene3844	1	1	3	1	0	5
gene3845	1	1	2	0	0	7
gene3846	2	0	6	6	7	14
gene3847	1	1	2	2	5	4
gene3848	3	6	5	5	5	10
gene3849	10	6	7	13	8	19
gene3850	5	6	7	7	2	13
gene3851	5	6	6	11	4	22
gene3852	5	6	4	7	7	8
gene3853	0	3	2	3	9	10
gene3854	1	3	2	1	3	10
gene3855	1	7	6	2	1	7
gene3856	0	3	2	3	2	6
gene3857	10	9	8	8	9	20
gene3858	7	8	11	10	6	17
gene3859	1	0	6	3	4	7
gene3860	0	4	5	6	0	4
gene3861	6	15	14	39	46	63
gene3862	3	1	2	4	0	4
gene3863	0	3	2	3	0	0
gene3864	2	3	3	4	5	7
gene3865	0	8	5	7	4	9
gene3866	58	94	72	66	59	88
gene3867	2	1	1	4	4	4
gene3868	1	1	2	3	1	2
gene3869	0	0	2	1	2	5
gene3870	4	2	1	1	1	4
gene3871	1	1	0	0	0	0
gene3872	0	0	1	0	0	0
gene3873	0	0	0	0	0	1
gene3874	1	2	2	1	0	5
gene3875	1	6	3	9	4	12
gene3876	4	1	2	3	2	3
gene3877	1	4	3	1	1	5
gene3878	3	5	2	3	5	11
gene3879	1	1	1	3	1	2
gene3880	0	1	1	0	0	0
gene3881	1	4	2	4	2	7
gene3882	0	2	1	1	4	2
gene3883	0	1	1	1	0	2
gene3884	1	1	1	0	0	1
gene3885	0	2	0	1	2	3
gene3886	2	3	3	0	6	5
gene3887	6	4	5	13	11	17
gene3888	1	1	4	5	5	10
gene3889	0	2	3	1	2	5
gene3890	0	1	2	3	2	4
gene3891	1	6	2	3	3	6
gene3892	2	1	1	1	2	3
gene3893	1	2	1	3	4	6
gene3894	1	2	0	3	1	7
gene3895	1	3	5	1	5	7
gene3896	1	7	0	2	1	9
gene3897	0	1	0	1	1	3
gene3898	5	7	5	5	7	22
gene3899	0	3	4	4	1	5
gene3900	3	5	3	11	1	6
gene3901	14	24	19	25	16	41
gene3902	3	15	6	12	11	24
gene3903	8	23	14	28	31	50
gene3904	2	6	3	10	2	14
gene3905	2	4	1	4	1	3
gene3906	1	1	0	2	0	1
gene3907	0	0	1	3	1	4
gene3908	3	2	1	5	1	6
gene3909	3	6	8	7	5	8
gene3910	3	7	1	6	2	12
gene3911	1	0	1	2	0	1
gene3912	1	0	3	2	2	4
gene3913	0	1	1	1	0	1
gene3914	0	0	0	2	3	1
gene3915	0	1	1	1	0	2
gene3916	0	4	3	4	1	4
gene3917	0	0	3	0	1	6
gene3918	2	1	2	2	3	9
gene3919	4	17	12	13	9	18
gene3920	3	5	1	5	3	6
gene3921	8	7	6	2	5	8
gene3922	3	6	6	6	2	6
gene3923	4	10	11	9	10	11
gene3924	5	5	10	5	3	10
gene3925	7	17	17	9	6	21
gene3926	4	6	2	1	2	5
gene3927	2	3	4	0	1	8
gene3928	3	4	1	3	5	8
gene3929	5	6	16	8	7	17
gene3930	15	23	12	17	8	37
gene3931	0	2	0	2	3	4
gene3932	1	1	2	2	2	3
gene3933	0	4	1	6	6	7
gene3934	5	4	9	11	9	11
gene3935	2	3	2	2	0	3
gene3936	1	0	0	0	0	1
gene3937	2	0	1	5	1	4
gene3938	3	5	1	11	4	13
gene3939	2	1	4	2	3	4
gene3940	10	22	22	47	66	88
gene3941	0	2	2	2	5	7
gene3942	3	5	3	11	11	12
gene3943	1	4	3	2	4	8
gene3944	1	1	2	5	1	3
gene3945	5	13	7	13	10	25
gene3946	0	2	8	6	4	12
gene3947	3	6	1	2	3	6
gene3948	0	9	4	7	9	17
gene3949	3	8	7	5	10	6
gene3950	2	11	5	6	9	20
gene3951	1	1	5	6	9	6
gene3952	4	6	3	8	2	7
gene3953	0	1	0	4	0	2
gene3954	1	3	2	5	2	3
gene3955	2	1	0	2	3	10
gene3956	0	2	1	0	1	1
gene3957	3	1	3	2	0	3
gene3958	2	10	6	11	12	12
gene3959	2	1	0	3	1	1
gene3960	0	1	0	0	0	1
gene3961	5	7	10	8	12	31
gene3962	6	1	4	7	2	21
gene3963	1	1	2	2	2	5
gene3964	1	4	0	0	0	1
gene3965	1	2	1	3	2	6
gene3966	4	9	11	17	22	21
gene3967	1	3	1	3	9	9
gene3968	2	6	3	4	0	9
gene3969	3	9	11	7	5	19
gene3970	4	9	8	6	4	7
gene3971	1	2	2	1	1	6
gene3972	11	10	6	7	9	11
gene3973	1	2	0	1	4	5
gene3974	1	4	9	18	14	32
gene3975	1	10	1	7	10	18
gene3976	1	2	0	0	1	6
gene3977	6	15	13	14	21	36
gene3978	6	7	10	17	17	24
gene3979	6	9	9	12	19	17
gene3980	11	15	25	27	37	43
gene3981	6	10	7	12	18	30
gene3982	3	3	2	3	4	13
gene3983	3	3	8	13	17	25
gene3984	8	7	13	19	26	31
gene3985	3	2	0	3	5	7
gene3986	1	8	3	4	0	7
gene3987	29	56	48	94	111	133
gene3988	6	10	8	14	16	27
gene3989	4	4	8	10	13	18
gene3990	1	0	0	2	0	1
gene3991	0	1	1	1	0	1
gene3992	8	11	6	18	10	17
gene3993	0	0	0	2	0	2
gene3994	0	1	0	1	2	4
gene3995	0	4	2	1	4	6
gene3996	7	25	13	54	67	82
gene3997	3	6	8	16	24	23
gene3998	4	4	6	7	14	16
gene3999	13	34	19	48	63	67
gene4000	11	19	17	35	47	51
gene4001	9	19	25	30	55	67
gene4002	8	5	10	14	23	30
gene4003	9	16	10	30	25	59
gene4004	3	3	2	13	15	23
gene4005	3	7	10	14	28	25
gene4006	3	5	5	9	16	21
gene4007	3	16	11	24	23	40
gene4008	3	6	2	2	2	3
gene4009	3	4	2	1	2	6
gene4010	31	45	66	54	75	127
gene4011	30	34	33	45	50	73
gene4012	11	16	21	21	22	33
gene4013	9	5	3	4	9	11
gene4014	1	3	2	8	2	5
gene4015	3	5	5	5	1	6
gene4016	6	10	4	3	8	9
gene4017	3	4	7	7	4	15
gene4018	3	1	1	5	3	3
gene4019	3	4	4	12	3	23
gene4020	10	14	10	15	13	26
gene4021	1	11	4	8	5	13
gene4022	19	33	15	23	6	35
gene4023	1	2	8	6	2	8
gene4024	0	4	6	5	2	7
gene4025	2	3	3	3	2	3
gene4026	3	7	8	1	1	4
gene4027	2	1	1	2	2	3
gene4028	0	1	1	0	0	0
gene4029	5	12	10	10	5	17
gene4030	4	4	4	5	7	12
gene4031	14	16	23	21	61	69
gene4032	3	6	6	9	13	17
gene4033	1	5	3	4	1	3
gene4034	12	6	7	4	8	2
gene4035	6	7	10	6	7	7
gene4036	2	5	6	4	4	13
gene4037	0	0	0	2	1	6
gene4038	1	0	2	1	1	2
gene4039	1	2	2	4	2	6
gene4040	1	2	1	4	2	9
gene4041	1	2	1	3	7	7
gene4042	3	5	1	6	4	8
gene4043	2	3	4	4	7	5
gene4044	13	15	24	37	44	51
gene4045	7	4	2	10	11	9
gene4046	1	0	5	6	5	11
gene4047	3	5	8	12	26	17
gene4048	1	1	2	0	4	5
gene4049	4	2	3	11	15	13
gene4050	3	4	5	13	5	10
gene4051	5	4	1	3	7	13
gene4052	3	8	9	18	21	34
gene4053	4	19	5	37	39	45
gene4054	12	37	26	17	19	31
gene4055	10	18	16	15	14	26
gene4056	1	4	5	9	15	27
gene4057	4	7	8	11	13	18
gene4058	1	1	2	0	3	10
gene4059	0	0	2	0	1	2
gene4060	0	0	0	1	0	1
gene4061	2	7	7	8	10	22
gene4062	1	0	4	3	2	4
gene4063	1	0	3	3	1	5
gene4064	0	1	4	0	1	5
gene4065	0	1	1	5	0	6
gene4066	0	1	2	2	1	3
gene4067	3	15	10	7	15	19
gene4068	2	1	4	13	15	15
gene4069	3	10	12	13	22	27
gene4070	3	2	4	2	1	5
gene4071	0	0	1	1	1	0
gene4072	3	1	2	5	3	4
gene4073	1	4	4	2	0	3
gene4074	1	2	1	0	0	5
gene4075	2	7	5	8	6	8
gene4076	0	3	1	4	3	5
gene4077	0	2	0	1	0	1
gene4078	5	7	0	9	2	5
gene4079	1	3	7	10	16	13
gene4080	0	0	2	1	6	2
gene4081	1	3	1	2	5	3
gene4082	1	0	2	4	3	11
gene4083	0	2	1	0	0	1
gene4084	1	3	3	3	2	2
gene4085	0	0	0	1	0	0
gene4086	0	1	1	1	1	1
gene4087	0	3	1	0	1	0
gene4088	3	0	0	2	0	1
gene4089	0	1	0	1	0	1
